渔船ID,坐标X,坐标Y,速度,方向,时间,作业类型,海域
鲁渔4065,305.01,312.15,5.9,180,2025-06-19 20:00:00,拖网,黄海中部
鲁渔4065,307.17,310.61,3.1,266,2025-06-19 20:00:00,拖网,黄海中部
鲁渔4065,309.62,311.24,2.9,357,2025-06-19 20:00:00,拖网,黄海中部
苏渔1930,325.76,264.23,11.6,129,2025-06-21 04:05:00,围网,黄海中部
苏渔1930,324.84,263.55,10.8,347,2025-06-21 04:31:00,围网,黄海中部
苏渔1930,322.5,261.94,13.4,262,2025-06-21 05:02:00,围网,黄海中部
苏渔1930,320.87,260.52,11.6,307,2025-06-21 05:33:00,围网,黄海中部
苏渔1930,,,10.1,114,2025-06-21 05:55:00,围网,黄海中部
苏渔1930,323.91,259.17,13.9,176,2025-06-21 06:25:00,围网,黄海中部
苏渔1930,321.96,258.36,9.8,104,2025-06-21 07:00:00,围网,黄海中部
苏渔1930,320.8,259.14,11.2,346,2025-06-21 07:32:00,围网,黄海中部
苏渔1930,319.13,260.84,11.6,87,2025-06-21 07:59:00,围网,黄海中部
苏渔1930,320.08,262.18,13.0,180,2025-06-21 08:34:00,围网,黄海中部
苏渔1930,320.25,261.19,12.5,357,2025-06-21 09:05:00,围网,黄海中部
苏渔1930,322.26,262.25,9.7,66,2025-06-21 09:32:00,围网,黄海中部
苏渔1930,321.02,262.1,14.3,236,2025-06-21 09:55:00,围网,黄海中部
苏渔1930,319.61,260.42,12.5,181,2025-06-21 10:27:00,围网,黄海中部
苏渔1930,317.32,263.35,11.9,231,2025-06-21 11:00:00,围网,黄海中部
苏渔1930,318.33,262.21,8.4,198,2025-06-21 11:32:00,围网,黄海中部
苏渔1930,315.85,261.47,9.8,281,2025-06-21 12:05:00,围网,黄海中部
苏渔1930,314.97,262.98,9.9,148,2025-06-21 12:32:00,围网,黄海中部
苏渔1930,316.74,260.15,15.0,202,2025-06-21 12:58:00,围网,黄海中部
苏渔1930,316.03,261.93,8.8,317,2025-06-21 13:31:00,围网,黄海中部
苏渔1930,318.59,261.22,12.2,38,2025-06-21 14:04:00,围网,黄海中部
苏渔1930,317.34,260.15,11.4,166,2025-06-21 14:27:00,围网,黄海中部
苏渔1930,316.91,259.06,10.4,338,2025-06-21 14:57:00,围网,黄海中部
苏渔1930,316.6,256.54,9.8,179,2025-06-21 15:35:00,围网,黄海中部
苏渔1930,317.84,257.34,8.1,174,2025-06-21 15:57:00,围网,黄海中部
苏渔1930,316.45,259.42,10.1,40,2025-06-21 16:25:00,围网,黄海中部
苏渔1930,318.47,261.59,10.5,85,2025-06-21 16:58:00,围网,黄海中部
苏渔1930,316.45,262.76,10.2,15,2025-06-21 17:28:00,围网,黄海中部
苏渔1930,314.64,259.85,8.0,314,2025-06-21 18:00:00,围网,黄海中部
苏渔1930,316.43,260.15,8.0,143,2025-06-21 18:34:00,围网,黄海中部
苏渔1930,317.77,260.7,14.9,76,2025-06-21 19:02:00,围网,黄海中部
苏渔1930,318.92,263.02,8.5,295,2025-06-21 19:35:00,围网,黄海中部
苏渔1930,317.83,261.22,8.4,101,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,315.6,258.5,12.9,221,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,315.12,258.06,8.3,354,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,,,14.8,245,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,317.7,260.04,10.9,8,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,318.83,262.02,9.4,279,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,318.01,263.42,11.8,71,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,317.59,263.28,12.7,113,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,317.87,262.01,8.4,350,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,315.37,262.31,14.5,146,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,315.97,264.78,8.1,94,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,318.93,264.9,13.7,130,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,318.15,266.7,13.9,192,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,319.93,264.03,8.8,260,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,320.62,263.75,10.0,72,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,320.65,261.42,11.2,7,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,322.62,262.49,10.2,150,2025-06-21 20:00:00,围网,黄海中部
苏渔1930,322.23,260.21,14.7,31,2025-06-21 20:00:00,围网,黄海中部
鲁渔5889,379.08,237.33,8.4,356,2025-06-25 03:56:00,流刺网,黄海中部
鲁渔5889,380.96,236.67,8.4,38,2025-06-25 04:25:00,流刺网,黄海中部
鲁渔5889,378.69,234.73,4.9,177,2025-06-25 05:02:00,流刺网,黄海中部
鲁渔5889,378.9,233.17,5.6,319,2025-06-25 05:26:00,流刺网,黄海中部
鲁渔5889,380.18,231.31,9.6,220,2025-06-25 05:55:00,流刺网,黄海中部
鲁渔5889,378.57,232.67,5.5,300,2025-06-25 06:30:00,流刺网,黄海中部
鲁渔5889,375.58,230.9,9.3,30,2025-06-25 07:05:00,流刺网,黄海中部
鲁渔5889,375.48,231.79,8.5,164,2025-06-25 07:27:00,流刺网,黄海中部
鲁渔5889,372.85,232.25,9.1,346,2025-06-25 08:00:00,流刺网,黄海中部
鲁渔5889,373.13,232.8,8.8,216,2025-06-25 08:32:00,流刺网,黄海中部
鲁渔5889,374.98,235.05,4.1,71,2025-06-25 08:58:00,流刺网,黄海中部
鲁渔5889,377.28,236.63,4.4,126,2025-06-25 09:25:00,流刺网,黄海中部
鲁渔5889,376.49,237.68,8.0,42,2025-06-25 09:59:00,流刺网,黄海中部
鲁渔5889,376.01,238.63,8.6,10,2025-06-25 10:31:00,流刺网,黄海中部
鲁渔5889,375.54,237.22,9.5,110,2025-06-25 11:02:00,流刺网,黄海中部
鲁渔5889,376.67,237.14,39.9,177,2025-06-25 11:32:00,流刺网,黄海中部
鲁渔5889,374.48,236.17,4.1,259,2025-06-25 11:59:00,流刺网,黄海中部
鲁渔5889,374.46,234.69,6.6,111,2025-06-25 12:26:00,流刺网,黄海中部
鲁渔5889,372.34,237.64,7.8,163,2025-06-25 12:59:00,流刺网,黄海中部
鲁渔5889,371.88,239.11,9.8,333,2025-06-25 13:31:00,流刺网,黄海中部
鲁渔5889,373.55,238.91,7.5,90,2025-06-25 14:03:00,流刺网,黄海中部
鲁渔5889,373.09,237.44,7.9,72,2025-06-25 14:28:00,流刺网,黄海中部
鲁渔5889,374.69,239.49,5.4,39,2025-06-25 14:56:00,流刺网,黄海中部
鲁渔5889,,,7.9,287,2025-06-25 15:25:00,流刺网,黄海中部
鲁渔5889,374.56,242.83,5.5,62,2025-06-25 15:59:00,流刺网,黄海中部
鲁渔5889,372.53,241.57,4.3,195,2025-06-25 16:33:00,流刺网,黄海中部
鲁渔5889,370.25,240.57,5.0,253,2025-06-25 16:59:00,流刺网,黄海中部
鲁渔5889,371.61,240.46,8.1,316,2025-06-25 17:26:00,流刺网,黄海中部
鲁渔5889,368.96,242.6,6.5,183,2025-06-25 17:57:00,流刺网,黄海中部
鲁渔5889,371.27,242.98,6.5,292,2025-06-25 18:35:00,流刺网,黄海中部
鲁渔5889,369.0,242.31,6.9,99,2025-06-25 18:56:00,流刺网,黄海中部
鲁渔5889,367.09,239.99,6.5,3,2025-06-25 19:25:00,流刺网,黄海中部
鲁渔5889,365.51,240.92,9.1,330,2025-06-25 19:55:00,流刺网,黄海中部
鲁渔5889,367.31,242.56,10.0,341,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,370.26,239.67,4.5,269,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,369.34,238.38,5.5,129,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,366.48,236.71,7.2,188,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,366.6,238.86,7.4,78,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,363.79,239.09,6.8,54,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,363.77,236.32,4.8,351,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,363.12,235.14,7.4,83,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,365.79,236.75,9.2,257,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,366.31,235.82,7.7,4,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,367.52,237.69,6.5,346,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,366.24,240.1,6.0,50,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,366.12,242.59,4.6,291,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,365.29,245.08,5.6,209,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,364.03,244.08,4.2,271,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,365.48,246.46,9.0,12,2025-06-25 20:00:00,流刺网,黄海中部
鲁渔5889,366.95,248.72,4.5,111,2025-06-25 20:00:00,流刺网,黄海中部
苏渔6289,160.72,362.65,9.9,290,2025-06-30 03:59:00,围网,渤海湾
苏渔6289,162.07,364.36,8.4,51,2025-06-30 04:30:00,围网,渤海湾
苏渔6289,163.65,363.7,8.7,158,2025-06-30 05:03:00,围网,渤海湾
苏渔6289,164.57,365.53,14.3,55,2025-06-30 05:27:00,围网,渤海湾
苏渔6289,164.44,363.18,11.4,28,2025-06-30 05:56:00,围网,渤海湾
苏渔6289,162.25,364.28,11.2,293,2025-06-30 06:29:00,围网,渤海湾
苏渔6289,163.53,361.74,13.6,261,2025-06-30 07:01:00,围网,渤海湾
苏渔6289,161.48,364.11,14.7,217,2025-06-30 07:33:00,围网,渤海湾
苏渔6289,164.16,364.18,9.3,90,2025-06-30 07:59:00,围网,渤海湾
苏渔6289,164.34,365.84,13.4,178,2025-06-30 08:30:00,围网,渤海湾
苏渔6289,167.08,365.7,10.3,92,2025-06-30 09:00:00,围网,渤海湾
苏渔6289,167.54,366.68,13.9,336,2025-06-30 09:27:00,围网,渤海湾
苏渔6289,164.96,368.1,10.3,76,2025-06-30 10:01:00,围网,渤海湾
苏渔6289,162.14,365.72,10.8,354,2025-06-30 10:32:00,围网,渤海湾
苏渔6289,161.24,366.02,12.8,306,2025-06-30 10:55:00,围网,渤海湾
苏渔6289,162.79,364.24,13.3,81,2025-06-30 11:28:00,围网,渤海湾
苏渔6289,164.95,366.09,12.5,221,2025-06-30 12:03:00,围网,渤海湾
苏渔6289,164.92,365.8,13.4,327,2025-06-30 12:25:00,围网,渤海湾
苏渔6289,167.47,366.45,11.4,327,2025-06-30 12:56:00,围网,渤海湾
苏渔6289,168.98,366.41,8.9,171,2025-06-30 13:27:00,围网,渤海湾
苏渔6289,168.35,367.49,9.4,149,2025-06-30 14:03:00,围网,渤海湾
苏渔6289,170.69,364.6,8.6,358,2025-06-30 14:26:00,围网,渤海湾
苏渔6289,171.58,365.7,8.4,212,2025-06-30 15:05:00,围网,渤海湾
苏渔6289,168.99,364.14,12.7,86,2025-06-30 15:25:00,围网,渤海湾
苏渔6289,170.23,366.19,13.6,78,2025-06-30 16:04:00,围网,渤海湾
苏渔6289,168.22,368.61,10.5,8,2025-06-30 16:28:00,围网,渤海湾
苏渔6289,168.09,366.92,10.0,44,2025-06-30 17:01:00,围网,渤海湾
苏渔6289,171.05,367.56,10.9,343,2025-06-30 17:28:00,围网,渤海湾
苏渔6289,170.84,370.41,9.3,234,2025-06-30 17:57:00,围网,渤海湾
苏渔6289,169.46,372.1,13.2,228,2025-06-30 18:35:00,围网,渤海湾
苏渔6289,171.71,373.48,12.1,93,2025-06-30 18:57:00,围网,渤海湾
苏渔6289,174.19,376.33,11.9,59,2025-06-30 19:30:00,围网,渤海湾
苏渔6289,173.89,378.96,30.9,338,2025-06-30 19:56:00,围网,渤海湾
苏渔6289,172.48,376.58,12.0,39,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,171.12,378.7,11.9,118,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,171.93,376.93,9.0,225,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,173.66,379.68,13.0,218,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,174.87,379.83,9.1,183,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,175.92,379.32,8.8,8,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,178.06,380.75,11.0,11,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,178.51,382.57,13.9,200,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,177.07,385.23,14.5,319,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,175.12,385.0,12.6,323,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,176.65,386.35,11.5,97,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,177.93,388.58,14.5,222,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,180.82,390.6,11.6,205,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,183.76,392.97,12.1,319,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,186.4,392.23,12.9,264,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,186.52,390.87,12.6,239,2025-06-30 20:00:00,围网,渤海湾
苏渔6289,185.78,389.53,9.9,2,2025-06-30 20:00:00,围网,渤海湾
闽渔1917,296.77,308.41,6.8,100,2025-06-23 03:57:00,流刺网,黄海中部
闽渔1917,295.26,307.78,8.4,148,2025-06-23 04:30:00,流刺网,黄海中部
闽渔1917,292.92,305.02,7.4,313,2025-06-23 04:56:00,流刺网,黄海中部
闽渔1917,291.56,304.37,9.0,162,2025-06-23 05:34:00,流刺网,黄海中部
闽渔1917,293.84,301.56,7.8,150,2025-06-23 06:05:00,流刺网,黄海中部
闽渔1917,292.06,303.57,4.8,184,2025-06-23 06:34:00,流刺网,黄海中部
闽渔1917,291.21,302.6,6.5,157,2025-06-23 07:00:00,流刺网,黄海中部
闽渔1917,291.9,301.63,8.4,326,2025-06-23 07:31:00,流刺网,黄海中部
闽渔1917,294.67,300.43,7.2,159,2025-06-23 08:00:00,流刺网,黄海中部
闽渔1917,293.36,301.2,9.7,309,2025-06-23 08:28:00,流刺网,黄海中部
闽渔1917,294.89,298.74,4.7,315,2025-06-23 09:02:00,流刺网,黄海中部
闽渔1917,293.39,297.96,4.2,253,2025-06-23 09:26:00,流刺网,黄海中部
闽渔1917,295.61,299.58,5.4,222,2025-06-23 09:55:00,流刺网,黄海中部
闽渔1917,292.76,297.66,6.9,65,2025-06-23 10:28:00,流刺网,黄海中部
闽渔1917,295.56,296.44,6.9,12,2025-06-23 11:01:00,流刺网,黄海中部
闽渔1917,297.54,293.83,8.3,46,2025-06-23 11:25:00,流刺网,黄海中部
闽渔1917,299.51,295.35,4.3,50,2025-06-23 12:05:00,流刺网,黄海中部
闽渔1917,298.12,297.67,4.4,166,2025-06-23 12:31:00,流刺网,黄海中部
闽渔1917,296.04,294.96,9.1,113,2025-06-23 13:01:00,流刺网,黄海中部
闽渔1917,293.94,296.73,7.6,190,2025-06-23 13:29:00,流刺网,黄海中部
闽渔1917,295.02,295.48,9.9,236,2025-06-23 13:58:00,流刺网,黄海中部
闽渔1917,292.15,297.47,9.5,285,2025-06-23 14:26:00,流刺网,黄海中部
闽渔1917,289.86,297.17,7.4,320,2025-06-23 14:56:00,流刺网,黄海中部
闽渔1917,289.13,299.66,4.1,92,2025-06-23 15:32:00,流刺网,黄海中部
闽渔1917,291.21,300.04,6.3,23,2025-06-23 15:57:00,流刺网,黄海中部
闽渔1917,291.12,297.54,6.2,333,2025-06-23 16:35:00,流刺网,黄海中部
闽渔1917,292.86,299.82,5.7,339,2025-06-23 17:00:00,流刺网,黄海中部
闽渔1917,294.16,301.46,6.9,88,2025-06-23 17:30:00,流刺网,黄海中部
闽渔1917,295.95,300.38,7.1,172,2025-06-23 17:56:00,流刺网,黄海中部
闽渔1917,294.55,299.27,6.5,194,2025-06-23 18:30:00,流刺网,黄海中部
闽渔1917,,,4.6,324,2025-06-23 19:01:00,流刺网,黄海中部
闽渔1917,291.43,295.77,5.0,85,2025-06-23 19:35:00,流刺网,黄海中部
闽渔1917,289.41,293.22,9.2,184,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,286.92,294.4,4.3,214,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,285.25,293.77,9.8,237,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,286.09,295.47,8.5,296,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,289.04,295.26,5.6,25,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,287.45,296.57,9.5,123,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,285.61,294.02,9.0,196,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,283.13,294.32,5.6,104,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,285.96,293.12,6.4,243,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,283.55,294.29,6.6,26,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,286.41,291.95,8.2,256,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,284.14,293.28,6.1,251,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,282.18,292.45,6.8,196,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,281.64,292.75,7.0,33,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,278.85,294.02,7.1,234,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,281.53,295.07,5.4,17,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,281.54,294.57,5.9,16,2025-06-23 20:00:00,流刺网,黄海中部
闽渔1917,282.92,296.18,8.6,316,2025-06-23 20:00:00,流刺网,黄海中部
浙渔7154,150.08,376.4,5.4,187,2025-06-19 04:04:00,流刺网,渤海湾
浙渔7154,147.59,377.58,9.6,294,2025-06-19 04:29:00,流刺网,渤海湾
浙渔7154,146.18,378.24,9.5,69,2025-06-19 04:56:00,流刺网,渤海湾
浙渔7154,143.76,378.28,7.7,57,2025-06-19 05:26:00,流刺网,渤海湾
浙渔7154,142.54,378.48,6.9,119,2025-06-19 06:02:00,流刺网,渤海湾
浙渔7154,143.91,378.16,8.9,2,2025-06-19 06:27:00,流刺网,渤海湾
浙渔7154,143.96,375.36,7.0,346,2025-06-19 07:04:00,流刺网,渤海湾
浙渔7154,144.65,374.41,7.7,72,2025-06-19 07:29:00,流刺网,渤海湾
浙渔7154,145.73,373.12,8.0,334,2025-06-19 08:00:00,流刺网,渤海湾
浙渔7154,142.97,373.55,5.8,2,2025-06-19 08:28:00,流刺网,渤海湾
浙渔7154,143.55,375.55,7.7,129,2025-06-19 08:58:00,流刺网,渤海湾
浙渔7154,146.5,377.86,9.7,228,2025-06-19 09:28:00,流刺网,渤海湾
浙渔7154,143.87,377.99,10.0,175,2025-06-19 09:58:00,流刺网,渤海湾
浙渔7154,144.77,379.64,5.0,167,2025-06-19 10:27:00,流刺网,渤海湾
浙渔7154,146.81,379.6,7.3,200,2025-06-19 11:01:00,流刺网,渤海湾
浙渔7154,148.16,381.62,9.2,171,2025-06-19 11:32:00,流刺网,渤海湾
浙渔7154,149.13,382.6,9.1,89,2025-06-19 12:03:00,流刺网,渤海湾
浙渔7154,149.98,379.94,6.6,131,2025-06-19 12:35:00,流刺网,渤海湾
浙渔7154,151.65,381.04,5.5,173,2025-06-19 12:57:00,流刺网,渤海湾
浙渔7154,148.87,379.9,5.1,188,2025-06-19 13:34:00,流刺网,渤海湾
浙渔7154,148.54,378.35,4.2,255,2025-06-19 13:55:00,流刺网,渤海湾
浙渔7154,149.53,378.86,8.9,81,2025-06-19 14:31:00,流刺网,渤海湾
浙渔7154,150.91,378.0,7.0,343,2025-06-19 15:05:00,流刺网,渤海湾
浙渔7154,148.69,377.62,4.5,278,2025-06-19 15:29:00,流刺网,渤海湾
浙渔7154,149.27,379.84,9.8,38,2025-06-19 15:56:00,流刺网,渤海湾
浙渔7154,147.42,382.37,4.0,185,2025-06-19 16:30:00,流刺网,渤海湾
浙渔7154,150.17,382.69,7.5,188,2025-06-19 16:59:00,流刺网,渤海湾
浙渔7154,152.96,384.74,8.3,59,2025-06-19 17:32:00,流刺网,渤海湾
浙渔7154,154.64,386.53,4.4,346,2025-06-19 17:55:00,流刺网,渤海湾
浙渔7154,151.84,388.57,6.0,196,2025-06-19 18:29:00,流刺网,渤海湾
浙渔7154,152.82,390.01,4.1,69,2025-06-19 19:02:00,流刺网,渤海湾
浙渔7154,155.09,391.83,6.1,126,2025-06-19 19:34:00,流刺网,渤海湾
浙渔7154,154.27,391.15,5.4,325,2025-06-19 19:55:00,流刺网,渤海湾
浙渔7154,156.14,388.56,7.6,329,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,158.74,391.33,8.3,43,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,160.07,393.91,9.7,30,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,158.65,396.18,5.0,290,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,159.57,397.88,8.1,103,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,160.64,397.16,8.3,224,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,162.93,395.38,7.8,134,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,164.65,395.52,8.2,163,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,165.21,394.75,9.8,80,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,166.03,396.86,4.0,31,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,165.08,396.01,7.5,93,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,162.72,394.28,8.8,162,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,161.57,394.27,8.5,96,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,162.48,391.64,7.1,346,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,159.58,388.83,5.9,221,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,157.18,388.04,7.5,10,2025-06-19 20:00:00,流刺网,渤海湾
浙渔7154,157.9,388.52,8.0,124,2025-06-19 20:00:00,流刺网,渤海湾
浙渔6954,441.19,134.48,5.4,107,2025-06-04 04:00:00,拖网,南海北部
浙渔6954,439.03,136.09,4.4,334,2025-06-04 04:26:00,拖网,南海北部
浙渔6954,440.4,137.31,3.4,46,2025-06-04 05:04:00,拖网,南海北部
浙渔6954,442.81,140.11,27.8,170,2025-06-04 05:27:00,拖网,南海北部
浙渔6954,440.27,137.96,4.0,221,2025-06-04 05:55:00,拖网,南海北部
浙渔6954,438.61,138.98,2.7,148,2025-06-04 06:27:00,拖网,南海北部
浙渔6954,440.36,139.86,2.5,233,2025-06-04 06:59:00,拖网,南海北部
浙渔6954,443.35,141.89,5.2,173,2025-06-04 07:25:00,拖网,南海北部
浙渔6954,445.81,143.79,5.6,49,2025-06-04 07:57:00,拖网,南海北部
浙渔6954,442.86,141.43,4.8,336,2025-06-04 08:34:00,拖网,南海北部
浙渔6954,445.79,140.12,3.7,10,2025-06-04 08:56:00,拖网,南海北部
浙渔6954,447.99,139.73,5.0,181,2025-06-04 09:26:00,拖网,南海北部
浙渔6954,448.0,141.71,4.8,139,2025-06-04 09:59:00,拖网,南海北部
浙渔6954,450.86,140.44,5.5,266,2025-06-04 10:35:00,拖网,南海北部
浙渔6954,450.13,140.53,5.3,163,2025-06-04 11:02:00,拖网,南海北部
浙渔6954,447.68,137.92,5.6,351,2025-06-04 11:32:00,拖网,南海北部
浙渔6954,446.41,140.85,3.2,278,2025-06-04 12:01:00,拖网,南海北部
浙渔6954,447.93,139.23,3.7,106,2025-06-04 12:25:00,拖网,南海北部
浙渔6954,446.38,138.28,5.2,81,2025-06-04 13:01:00,拖网,南海北部
浙渔6954,444.36,140.56,5.0,286,2025-06-04 13:30:00,拖网,南海北部
浙渔6954,446.86,141.78,3.0,138,2025-06-04 13:56:00,拖网,南海北部
浙渔6954,446.56,139.17,4.9,7,2025-06-04 14:26:00,拖网,南海北部
浙渔6954,448.57,141.93,3.5,180,2025-06-04 15:01:00,拖网,南海北部
浙渔6954,447.73,143.28,37.6,250,2025-06-04 15:32:00,拖网,南海北部
浙渔6954,446.06,142.1,2.4,153,2025-06-04 16:05:00,拖网,南海北部
浙渔6954,444.41,142.86,5.4,144,2025-06-04 16:28:00,拖网,南海北部
浙渔6954,445.28,143.44,4.9,128,2025-06-04 16:58:00,拖网,南海北部
浙渔6954,443.61,143.06,2.4,111,2025-06-04 17:31:00,拖网,南海北部
浙渔6954,445.74,141.23,4.7,349,2025-06-04 17:59:00,拖网,南海北部
浙渔6954,443.43,143.15,2.1,355,2025-06-04 18:25:00,拖网,南海北部
浙渔6954,443.13,141.24,5.2,357,2025-06-04 18:59:00,拖网,南海北部
浙渔6954,441.57,140.87,5.4,67,2025-06-04 19:35:00,拖网,南海北部
浙渔6954,441.13,142.64,5.3,286,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,442.53,143.77,2.8,217,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,442.64,143.68,2.6,246,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,443.62,143.96,4.1,199,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,446.54,141.52,4.2,268,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,446.39,139.58,5.7,259,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,443.76,138.16,4.8,229,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,443.84,135.19,2.6,162,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,444.99,133.75,3.3,177,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,443.75,132.67,2.3,217,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,445.85,133.87,3.3,336,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,,,3.7,155,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,444.54,133.15,2.3,71,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,441.73,130.59,5.0,99,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,439.81,130.12,2.2,193,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,439.4,128.65,4.3,82,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,439.71,130.57,38.2,99,2025-06-04 20:00:00,拖网,南海北部
浙渔6954,442.56,130.47,4.2,233,2025-06-04 20:00:00,拖网,南海北部
浙渔1929,529.31,325.35,14.2,313,2025-06-20 04:01:00,围网,舟山群岛
浙渔1929,529.73,325.95,10.2,52,2025-06-20 04:34:00,围网,舟山群岛
浙渔1929,531.21,324.38,14.8,175,2025-06-20 05:01:00,围网,舟山群岛
浙渔1929,532.36,326.02,12.6,61,2025-06-20 05:31:00,围网,舟山群岛
浙渔1929,530.56,326.42,10.7,109,2025-06-20 06:02:00,围网,舟山群岛
浙渔1929,531.6,326.51,13.4,158,2025-06-20 06:25:00,围网,舟山群岛
浙渔1929,531.69,329.06,10.6,17,2025-06-20 07:02:00,围网,舟山群岛
浙渔1929,532.86,327.89,9.8,7,2025-06-20 07:27:00,围网,舟山群岛
浙渔1929,535.25,325.34,10.0,234,2025-06-20 07:55:00,围网,舟山群岛
浙渔1929,534.7,326.48,8.6,53,2025-06-20 08:30:00,围网,舟山群岛
浙渔1929,532.06,324.01,11.2,10,2025-06-20 08:59:00,围网,舟山群岛
浙渔1929,531.09,325.1,10.7,1,2025-06-20 09:28:00,围网,舟山群岛
浙渔1929,530.83,326.41,11.4,308,2025-06-20 09:59:00,围网,舟山群岛
